Input String,Expected Value,Predicted Value
['no i ll pay full price'],['Confirmshaming'],['Confirmshaming']
['no thank i like deal'],['Confirmshaming'],['Confirmshaming']
['no thank i pay full price'],['Confirmshaming'],['Confirmshaming']
['no thank i hate cool stuff'],['Confirmshaming'],['Confirmshaming']
['no thank i rather pay full price'],['Confirmshaming'],['Confirmshaming']
['no i rather pay full price'],['Confirmshaming'],['Confirmshaming']
['no thank i rather pay'],['Confirmshaming'],['Confirmshaming']
['no thank i like exclus deal'],['Confirmshaming'],['Confirmshaming']
['no thank i want free gift'],['Confirmshaming'],['Confirmshaming']
['i ll pay full price'],['Confirmshaming'],['Confirmshaming']
['no thank i rather pay full price'],['Confirmshaming'],['Confirmshaming']
['no thank i like discount'],['Confirmshaming'],['Confirmshaming']
['no i feel lucki'],['Confirmshaming'],['Confirmshaming']
['no thank i don t want to save money'],['Confirmshaming'],['Confirmshaming']
['no thank i don t like discount'],['Confirmshaming'],['Confirmshaming']
['no thank i don t want to save'],['Confirmshaming'],['Confirmshaming']
['no thank i like free stuff'],['Confirmshaming'],['Confirmshaming']
['no thank i like win'],['Confirmshaming'],['Confirmshaming']
['no thank i pay full price'],['Confirmshaming'],['Confirmshaming']
['i feel lucki'],['Confirmshaming'],['Confirmshaming']
['no thank i prefer pay full price'],['Confirmshaming'],['Confirmshaming']
['ye i want to save money no thank'],['Confirmshaming'],['Confirmshaming']
['i d rather pay full price'],['Confirmshaming'],['Confirmshaming']
['no thank i prefer pay full price'],['Confirmshaming'],['Confirmshaming']
['no thank i rather pay full price'],['Confirmshaming'],['Confirmshaming']
['no thank i rather pay'],['Confirmshaming'],['Confirmshaming']
['no i feel lucki'],['Confirmshaming'],['Confirmshaming']
['no i feel lucki'],['Confirmshaming'],['Confirmshaming']
['no thank free stuff'],['Confirmshaming'],['Confirmshaming']
['no thank i pay full price'],['Confirmshaming'],['Confirmshaming']
['no thank i want deal'],['Confirmshaming'],['Confirmshaming']
['no thank i prefer protect plan'],['Confirmshaming'],['Confirmshaming']
['no thank i don t want off my order'],['Confirmshaming'],['Confirmshaming']
['no thank i want free gift'],['Confirmshaming'],['Confirmshaming']
['no thank i rather join pay full price thing club'],['Confirmshaming'],['Confirmshaming']
['i want discount'],['Confirmshaming'],['Confirmshaming']
['no thank i like free thing'],['Confirmshaming'],['Confirmshaming']
['thank i save money anoth day'],['Confirmshaming'],['Confirmshaming']
['no thank i want discount'],['Confirmshaming'],['Confirmshaming']
['no thank i like exclus offer'],['Confirmshaming'],['Confirmshaming']
['no thank i want discount'],['Confirmshaming'],['Confirmshaming']
['no thank i rather pay full price'],['Confirmshaming'],['Confirmshaming']
['no thank i like full price'],['Confirmshaming'],['Confirmshaming']
['i ll pay full price'],['Confirmshaming'],['Confirmshaming']
['no thank i interest save money'],['Confirmshaming'],['Confirmshaming']
['no thank i let offer sail away'],['Confirmshaming'],['Confirmshaming']
['i don like save money'],['Confirmshaming'],['Confirmshaming']
['no thank i like pay full price'],['Confirmshaming'],['Confirmshaming']
['no thank i prefer pay full price'],['Confirmshaming'],['Confirmshaming']
['no i feel lucki'],['Confirmshaming'],['Confirmshaming']
['no i feel lucki'],['Confirmshaming'],['Confirmshaming']
['no thank i rather pay full price'],['Confirmshaming'],['Confirmshaming']
['no thank i prefer pay full price'],['Confirmshaming'],['Confirmshaming']
['no thank i ll just walk'],['Confirmshaming'],['Confirmshaming']
['i ll pay full price'],['Confirmshaming'],['Confirmshaming']
['no thank i don want discount'],['Confirmshaming'],['Confirmshaming']
['no i feel lucki'],['Confirmshaming'],['Confirmshaming']
['no thank i d rather pay full price'],['Confirmshaming'],['Confirmshaming']
['no thank i like save'],['Confirmshaming'],['Confirmshaming']
['no thank i like pay full price'],['Confirmshaming'],['Confirmshaming']
['no thank i last know'],['Confirmshaming'],['Confirmshaming']
['no i feel lucki'],['Confirmshaming'],['Confirmshaming']
['no i don like discount'],['Confirmshaming'],['Confirmshaming']
['no thank i don t like free stuff'],['Confirmshaming'],['Confirmshaming']
['no thank i like win'],['Confirmshaming'],['Confirmshaming']
['i want save money'],['Confirmshaming'],['Confirmshaming']
['no thank i like save'],['Confirmshaming'],['Confirmshaming']
['no thank i d rather pay full price'],['Confirmshaming'],['Confirmshaming']
['no i feel lucki'],['Confirmshaming'],['Confirmshaming']
['no thank i want save'],['Confirmshaming'],['Confirmshaming']
['off everyth yep even sale ship end in h'],['Countdown Timer'],['Countdown Timer']
['your order reserv minut'],['Countdown Timer'],['Countdown Timer']
['hour minut second sale end onc the timer hit zero'],['Countdown Timer'],['Countdown Timer']
['your order reserv minut'],['Countdown Timer'],['Countdown Timer']
['your order reserv minut'],['Countdown Timer'],['Countdown Timer']
['hurri exclus deal for you'],['Countdown Timer'],['Low-stock Message']
['day hr min sec'],['Countdown Timer'],['Countdown Timer']
['due to high demand cart expir in'],['Countdown Timer'],['High-demand Message']
['your order reserv minut'],['Countdown Timer'],['Countdown Timer']
['hurri price increas day hr min sec'],['Countdown Timer'],['Countdown Timer']
['your order reserv minut'],['Countdown Timer'],['Countdown Timer']
['cart expir minut'],['Countdown Timer'],['Activity Notification']
['your order reserv minut'],['Countdown Timer'],['Countdown Timer']
['your order reserv minut'],['Countdown Timer'],['Countdown Timer']
['day hour minut second'],['Countdown Timer'],['Countdown Timer']
['your order reserv minut'],['Countdown Timer'],['Countdown Timer']
['day hour minut second'],['Countdown Timer'],['Countdown Timer']
['today sale end hour min sec'],['Countdown Timer'],['Countdown Timer']
['hurri sale end'],['Countdown Timer'],['Countdown Timer']
['your cart reserv minut'],['Countdown Timer'],['Countdown Timer']
['day hour minut second'],['Countdown Timer'],['Countdown Timer']
['your order reserv minut'],['Countdown Timer'],['Countdown Timer']
['your order reserv minut'],['Countdown Timer'],['Countdown Timer']
['your cart reserv minut'],['Countdown Timer'],['Countdown Timer']
['your order reserv minut'],['Countdown Timer'],['Countdown Timer']
['day hr min sec sale end onc the timer hit zero'],['Countdown Timer'],['Countdown Timer']
['activ within'],['Countdown Timer'],['Hidden Costs']
['day hour minut second'],['Countdown Timer'],['Countdown Timer']
['free necklac for mom day hr min sec'],['Countdown Timer'],['Countdown Timer']
['your order reserv minut'],['Countdown Timer'],['Countdown Timer']
['hurri discount end day hr min sec'],['Countdown Timer'],['Countdown Timer']
['extra off with code extra end day hour min sec'],['Countdown Timer'],['Countdown Timer']
['your order reserv minut'],['Countdown Timer'],['Countdown Timer']
['cart expir minut'],['Countdown Timer'],['Activity Notification']
['save off puffi'],['Countdown Timer'],['Hidden Costs']
['hour minut second'],['Countdown Timer'],['Activity Notification']
['day hour minut second sale end onc counter hit zero'],['Countdown Timer'],['Countdown Timer']
['hour minut second'],['Countdown Timer'],['Activity Notification']
['hour minut second sale end onc the timer hit zero'],['Countdown Timer'],['Countdown Timer']
['day hour min sec'],['Countdown Timer'],['Countdown Timer']
['your order reserv minut'],['Countdown Timer'],['Countdown Timer']
['hurri thi special sale end h'],['Countdown Timer'],['Countdown Timer']
['enter email view my code offer expir in minut second extra off'],['Countdown Timer'],['Countdown Timer']
['your cart is elig for an addit off includ current promot sale clearanc hour minut second check out now'],['Countdown Timer'],['Countdown Timer']
['save entir order hour minut second use code spring'],['Countdown Timer'],['Countdown Timer']
['your order reserv minut'],['Countdown Timer'],['Countdown Timer']
['sale end day hour minut second'],['Countdown Timer'],['Countdown Timer']
['your order reserv minut'],['Countdown Timer'],['Countdown Timer']
['day hour minut second'],['Countdown Timer'],['Countdown Timer']
